anchor_seq,query_seq,anchor_idx,query_idx,num_matches,num_inliers
0,3,250,7150,6,0
0,3,250,7200,12,7
0,3,250,7250,26,14
0,3,250,7300,3,0
0,3,250,7350,22,12
0,3,250,7400,6,0
0,3,250,7450,88,33
0,3,250,7500,80,17
0,3,250,7550,22,13
0,3,250,7600,1,0
0,3,250,7650,4,0
0,3,250,7700,6,0
0,3,250,7750,17,12
0,3,250,7800,178,54
0,3,250,7850,52,23
0,3,250,7900,0,0
0,3,250,7950,8,7
0,3,300,6000,77,35
0,3,300,6050,149,38
0,3,300,6100,80,33
0,3,300,6150,27,18
0,3,300,6200,76,37
0,3,300,6250,48,22
0,3,300,6300,83,23
0,3,300,6350,146,42
0,3,300,6400,128,39
0,3,300,6450,111,34
0,3,300,6500,104,41
0,3,300,6550,83,34
0,3,300,6600,5,0
0,3,300,6650,27,15
0,3,300,6700,42,18
0,3,300,6750,31,17
0,3,300,6800,28,14
0,3,300,6850,47,23
0,3,300,6900,32,15
0,3,300,6950,16,9
0,3,300,7000,118,42
0,3,300,7050,88,23
0,3,300,7100,69,26
0,3,300,7150,51,19
0,3,300,7200,20,15
0,3,300,7250,12,7
0,3,300,7300,8,7
0,3,300,7350,43,24
0,3,300,7400,6,0
0,3,300,7450,76,30
0,3,300,7500,65,20
0,3,300,7550,19,12
0,3,300,7600,12,7
0,3,300,7650,60,21
0,3,300,7700,15,10
0,3,300,7750,32,17
0,3,300,7800,23,13
0,3,300,7850,85,42
0,3,300,7900,49,20
0,3,300,7950,143,36
0,3,350,6000,129,30
0,3,350,6050,106,27
0,3,350,6100,68,22
0,3,350,6150,82,26
0,3,350,6200,81,30
0,3,350,6250,134,47
0,3,350,6300,58,24
0,3,350,6350,62,25
0,3,350,6400,71,30
0,3,350,6450,38,16
0,3,350,6500,38,21
0,3,350,6550,13,7
0,3,350,6600,9,7
0,3,350,6650,29,18
0,3,350,6700,14,8
0,3,350,6750,21,14
0,3,350,6800,16,10
0,3,350,6850,34,18
0,3,350,6900,23,15
0,3,350,6950,38,15
0,3,350,7000,58,16
0,3,350,7050,76,30
0,3,350,7100,23,14
0,3,350,7150,132,31
0,3,350,7200,81,26
0,3,350,7250,95,20
0,3,350,7300,66,21
0,3,350,7350,65,18
0,3,350,7400,33,14
0,3,350,7450,26,13
0,3,350,7500,88,23
0,3,350,7550,51,19
0,3,350,7600,7,0
0,3,350,7650,74,29
0,3,350,7700,6,0
0,3,350,7750,92,50
0,3,350,7800,30,15
0,3,350,7850,18,12
0,3,350,7900,14,8
0,3,350,7950,32,17
0,3,400,6000,34,13
0,3,400,6050,35,15
0,3,400,6100,68,21
0,3,400,6150,49,20
0,3,400,6200,42,21
0,3,400,6250,65,23
0,3,400,6300,60,25
0,3,400,6350,84,17
0,3,400,6400,95,30
0,3,400,6450,46,20
0,3,400,6500,43,16
0,3,400,6550,8,6
0,3,400,6600,9,7
0,3,400,6650,8,7
0,3,400,6700,11,7
0,3,400,6750,5,0
0,3,400,6800,5,0
0,3,400,6850,10,7
0,3,400,6900,0,0
0,3,400,6950,35,16
0,3,400,7000,36,15
0,3,400,7050,52,20
0,3,400,7100,19,13
0,3,400,7150,47,19
0,3,400,7200,34,15
0,3,400,7250,45,16
0,3,400,7300,52,27
0,3,400,7350,97,41
0,3,400,7400,25,14
0,3,400,7450,17,10
0,3,400,7500,81,20
0,3,400,7550,18,10
0,3,400,7600,39,17
0,3,400,7650,53,21
0,3,400,7700,9,7
0,3,400,7750,83,39
0,3,400,7800,26,16
0,3,400,7850,6,0
0,3,400,7900,28,13
0,3,400,7950,71,28
0,3,450,6000,105,34
0,3,450,6050,64,20
0,3,450,6100,69,20
0,3,450,6150,83,43
0,3,450,6200,55,28
0,3,450,6250,64,20
0,3,450,6300,78,21
0,3,450,6350,85,23
0,3,450,6400,190,46
0,3,450,6450,68,21
0,3,450,6500,55,24
0,3,450,6550,17,10
0,3,450,6600,1,0
0,3,450,6650,2,0
0,3,450,6700,10,7
0,3,450,6750,6,0
0,3,450,6800,4,0
0,3,450,6850,6,0
0,3,450,6900,5,0
0,3,450,6950,16,10
0,3,450,7000,7,0
0,3,450,7050,8,7
0,3,450,7100,39,14
0,3,450,7150,50,26
0,3,450,7200,55,20
0,3,450,7250,84,29
0,3,450,7300,52,32
0,3,450,7350,37,18
0,3,450,7400,27,17
0,3,450,7450,37,17
0,3,450,7500,56,19
0,3,450,7550,12,7
0,3,450,7600,23,12
0,3,450,7650,14,8
0,3,450,7700,20,12
0,3,450,7750,34,15
0,3,450,7800,24,13
0,3,450,7850,23,13
0,3,450,7900,66,26
0,3,450,7950,157,44
0,3,500,6000,114,88
0,3,500,6050,87,69
0,3,500,6100,33,21
0,3,500,6150,72,21
0,3,500,6200,110,52
0,3,500,6250,44,18
0,3,500,6300,18,12
0,3,500,6350,81,35
0,3,500,6400,77,32
0,3,500,6450,30,17
0,3,500,6500,3,0
0,3,500,6550,36,20
0,3,500,6600,18,13
0,3,500,6650,25,14
0,3,500,6700,91,32
0,3,500,6750,29,13
0,3,500,6800,27,13
0,3,500,6850,38,21
0,3,500,6900,13,7
0,3,500,6950,12,7
0,3,500,7000,18,12
0,3,500,7050,71,26
0,3,500,7100,35,15
0,3,500,7150,62,27
0,3,500,7200,210,75
0,3,500,7250,57,20
0,3,500,7300,74,22
0,3,500,7350,93,25
0,3,500,7400,83,35
0,3,500,7450,28,14
0,3,500,7500,88,36
0,3,500,7550,9,7
0,3,500,7600,86,29
0,3,500,7650,5,0
0,3,500,7700,5,0
0,3,500,7750,7,0
0,3,500,7800,0,0
0,3,500,7850,21,14
0,3,500,7900,12,7
0,3,500,7950,18,12
0,3,550,6000,452,353
0,3,550,6050,354,300
0,3,550,6100,231,195
0,3,550,6150,139,122
0,3,550,6200,192,137
0,3,550,6250,85,74
0,3,550,6300,88,56
0,3,550,6350,202,91
0,3,550,6400,174,85
0,3,550,6450,108,48
0,3,550,6500,77,38
0,3,550,6550,57,24
0,3,550,6600,60,24
0,3,550,6650,97,25
0,3,550,6700,48,21
0,3,550,6750,34,17
0,3,550,6800,28,16
0,3,550,6850,38,19
0,3,550,6900,70,34
0,3,550,6950,48,18
0,3,550,7000,68,15
0,3,550,7050,57,18
0,3,550,7100,59,18
0,3,550,7150,106,26
0,3,550,7200,115,37
0,3,550,7250,68,19
0,3,550,7300,152,44
0,3,550,7350,71,26
0,3,550,7400,54,22
0,3,550,7450,35,20
0,3,550,7500,127,42
0,3,550,7550,127,34
0,3,550,7600,55,20
0,3,550,7650,15,10
0,3,550,7700,21,11
0,3,550,7750,2,0
0,3,550,7800,26,12
0,3,550,7850,62,31
0,3,550,7900,21,12
0,3,550,7950,56,23
0,3,600,6000,1556,1317
0,3,600,6050,1165,970
0,3,600,6100,905,857
0,3,600,6150,738,643
0,3,600,6200,616,525
0,3,600,6250,593,476
0,3,600,6300,472,424
0,3,600,6350,502,436
0,3,600,6400,454,346
0,3,600,6450,391,298
0,3,600,6500,364,324
0,3,600,6550,297,239
0,3,600,6600,275,221
0,3,600,6650,303,258
0,3,600,6700,293,227
0,3,600,6750,306,235
0,3,600,6800,333,251
0,3,600,6850,291,237
0,3,600,6900,295,239
0,3,600,6950,250,223
0,3,600,7000,144,132
0,3,600,7050,171,147
0,3,600,7100,215,190
0,3,600,7150,296,251
0,3,600,7200,268,237
0,3,600,7250,247,225
0,3,600,7300,277,245
0,3,600,7350,273,243
0,3,600,7400,275,246
0,3,600,7450,174,137
0,3,600,7500,253,226
0,3,600,7550,224,181
0,3,600,7600,209,187
0,3,600,7650,123,55
0,3,600,7700,236,89
0,3,600,7750,162,51
0,3,600,7800,165,48
0,3,600,7850,242,80
0,3,600,7900,246,86
0,3,600,7950,192,47
0,3,650,6000,1954,1662
0,3,650,6050,1430,1407
0,3,650,6100,1142,1096
0,3,650,6150,893,808
0,3,650,6200,653,570
0,3,650,6250,612,568
0,3,650,6300,542,462
0,3,650,6350,517,437
0,3,650,6400,510,419
0,3,650,6450,396,347
0,3,650,6500,380,343
0,3,650,6550,343,280
0,3,650,6600,288,230
0,3,650,6650,287,239
0,3,650,6700,294,233
0,3,650,6750,330,274
0,3,650,6800,301,241
0,3,650,6850,277,221
0,3,650,6900,322,245
0,3,650,6950,305,271
0,3,650,7000,181,166
0,3,650,7050,197,157
0,3,650,7100,321,256
0,3,650,7150,298,257
0,3,650,7200,268,222
0,3,650,7250,257,225
0,3,650,7300,238,194
0,3,650,7350,214,189
0,3,650,7400,222,184
0,3,650,7450,153,130
0,3,650,7500,186,158
0,3,650,7550,229,187
0,3,650,7600,182,158
0,3,650,7650,184,113
0,3,650,7700,200,59
0,3,650,7750,228,97
0,3,650,7800,280,49
0,3,650,7850,238,57
0,3,650,7900,309,76
0,3,650,7950,285,60
0,3,700,6000,1952,1807
0,3,700,6050,1888,1734
0,3,700,6100,1475,1342
0,3,700,6150,1063,957
0,3,700,6200,766,726
0,3,700,6250,708,648
0,3,700,6300,610,581
0,3,700,6350,565,482
0,3,700,6400,503,412
0,3,700,6450,448,386
0,3,700,6500,395,351
0,3,700,6550,321,274
0,3,700,6600,262,177
0,3,700,6650,336,268
0,3,700,6700,318,247
0,3,700,6750,322,261
0,3,700,6800,326,241
0,3,700,6850,272,212
0,3,700,6900,345,272
0,3,700,6950,310,259
0,3,700,7000,187,176
0,3,700,7050,184,142
0,3,700,7100,303,256
0,3,700,7150,307,260
0,3,700,7200,293,253
0,3,700,7250,282,238
0,3,700,7300,270,242
0,3,700,7350,222,181
0,3,700,7400,232,208
0,3,700,7450,158,105
0,3,700,7500,186,150
0,3,700,7550,234,195
0,3,700,7600,233,141
0,3,700,7650,138,77
0,3,700,7700,174,40
0,3,700,7750,216,79
0,3,700,7800,244,47
0,3,700,7850,224,42
0,3,700,7900,306,68
0,3,700,7950,235,55
0,3,750,6000,1883,1653
0,3,750,6050,1924,1773
0,3,750,6100,1866,1625
0,3,750,6150,1429,1161
0,3,750,6200,978,952
0,3,750,6250,807,742
0,3,750,6300,690,631
0,3,750,6350,593,515
0,3,750,6400,557,536
0,3,750,6450,480,451
0,3,750,6500,455,401
0,3,750,6550,364,325
0,3,750,6600,289,225
0,3,750,6650,338,248
0,3,750,6700,361,331
0,3,750,6750,354,296
0,3,750,6800,365,284
0,3,750,6850,301,255
0,3,750,6900,350,267
0,3,750,6950,366,320
0,3,750,7000,201,192
0,3,750,7050,218,189
0,3,750,7100,307,271
0,3,750,7150,318,264
0,3,750,7200,285,256
0,3,750,7250,254,198
0,3,750,7300,274,235
0,3,750,7350,223,180
0,3,750,7400,232,173
0,3,750,7450,142,108
0,3,750,7500,192,143
0,3,750,7550,225,181
0,3,750,7600,190,117
0,3,750,7650,169,65
0,3,750,7700,244,82
0,3,750,7750,207,62
0,3,750,7800,320,64
0,3,750,7850,247,69
0,3,750,7900,329,88
0,3,750,7950,339,76
0,3,800,6000,1836,1481
0,3,800,6050,1805,1564
0,3,800,6100,1863,1819
0,3,800,6150,1800,1743
0,3,800,6200,1250,1234
0,3,800,6250,1031,941
0,3,800,6300,827,760
0,3,800,6350,695,592
0,3,800,6400,641,524
0,3,800,6450,530,450
0,3,800,6500,458,375
0,3,800,6550,400,358
0,3,800,6600,302,248
0,3,800,6650,353,283
0,3,800,6700,346,320
0,3,800,6750,323,268
0,3,800,6800,337,292
0,3,800,6850,297,243
0,3,800,6900,340,277
0,3,800,6950,413,342
0,3,800,7000,279,246
0,3,800,7050,272,246
0,3,800,7100,348,284
0,3,800,7150,302,252
0,3,800,7200,276,254
0,3,800,7250,240,188
0,3,800,7300,261,221
0,3,800,7350,197,170
0,3,800,7400,221,202
0,3,800,7450,169,135
0,3,800,7500,188,151
0,3,800,7550,231,204
0,3,800,7600,148,118
0,3,800,7650,204,144
0,3,800,7700,227,89
0,3,800,7750,152,40
0,3,800,7800,202,44
0,3,800,7850,270,67
0,3,800,7900,174,66
0,3,800,7950,319,68
0,3,850,6000,1617,1313
0,3,850,6050,1631,1354
0,3,850,6100,1728,1481
0,3,850,6150,1777,1742
0,3,850,6200,1448,1198
0,3,850,6250,1231,1209
0,3,850,6300,928,811
0,3,850,6350,813,700
0,3,850,6400,732,657
0,3,850,6450,621,576
0,3,850,6500,558,516
0,3,850,6550,506,418
0,3,850,6600,381,332
0,3,850,6650,404,320
0,3,850,6700,393,321
0,3,850,6750,352,290
0,3,850,6800,346,301
0,3,850,6850,311,263
0,3,850,6900,346,290
0,3,850,6950,413,365
0,3,850,7000,284,241
0,3,850,7050,299,248
0,3,850,7100,336,302
0,3,850,7150,336,291
0,3,850,7200,301,251
0,3,850,7250,265,241
0,3,850,7300,270,245
0,3,850,7350,239,214
0,3,850,7400,252,201
0,3,850,7450,158,122
0,3,850,7500,208,188
0,3,850,7550,234,189
0,3,850,7600,194,140
0,3,850,7650,167,63
0,3,850,7700,198,65
0,3,850,7750,197,76
0,3,850,7800,232,59
0,3,850,7850,245,79
0,3,850,7900,263,77
0,3,850,7950,282,66
0,3,900,6000,1607,1290
0,3,900,6050,1498,1283
0,3,900,6100,1661,1374
0,3,900,6150,1612,1396
0,3,900,6200,1341,1118
0,3,900,6250,1405,1373
0,3,900,6300,1224,1105
0,3,900,6350,993,931
0,3,900,6400,839,791
0,3,900,6450,705,657
0,3,900,6500,581,514
0,3,900,6550,520,471
0,3,900,6600,366,312
0,3,900,6650,392,355
0,3,900,6700,370,263
0,3,900,6750,352,271
0,3,900,6800,415,305
0,3,900,6850,317,251
0,3,900,6900,369,304
0,3,900,6950,435,395
0,3,900,7000,299,268
0,3,900,7050,293,262
0,3,900,7100,351,313
0,3,900,7150,326,271
0,3,900,7200,296,229
0,3,900,7250,260,225
0,3,900,7300,271,219
0,3,900,7350,237,203
0,3,900,7400,237,199
0,3,900,7450,184,133
0,3,900,7500,203,174
0,3,900,7550,250,224
0,3,900,7600,190,144
0,3,900,7650,278,198
0,3,900,7700,209,71
0,3,900,7750,197,54
0,3,900,7800,326,101
0,3,900,7850,187,46
0,3,900,7900,359,70
0,3,900,7950,324,64
0,3,950,6000,1661,1327
0,3,950,6050,1785,1584
0,3,950,6100,1874,1712
0,3,950,6150,1952,1814
0,3,950,6200,1863,1578
0,3,950,6250,1951,1676
0,3,950,6300,1780,1744
0,3,950,6350,1290,1209
0,3,950,6400,982,975
0,3,950,6450,752,643
0,3,950,6500,632,599
0,3,950,6550,511,454
0,3,950,6600,395,342
0,3,950,6650,447,374
0,3,950,6700,397,344
0,3,950,6750,377,302
0,3,950,6800,402,355
0,3,950,6850,338,269
0,3,950,6900,393,345
0,3,950,6950,364,309
0,3,950,7000,226,189
0,3,950,7050,198,176
0,3,950,7100,313,282
0,3,950,7150,385,336
0,3,950,7200,351,330
0,3,950,7250,315,287
0,3,950,7300,307,274
0,3,950,7350,260,223
0,3,950,7400,271,252
0,3,950,7450,235,192
0,3,950,7500,234,206
0,3,950,7550,291,230
0,3,950,7600,228,206
0,3,950,7650,208,180
0,3,950,7700,137,52
0,3,950,7750,148,68
0,3,950,7800,240,53
0,3,950,7850,241,53
0,3,950,7900,132,39
0,3,950,7950,188,45
0,3,1000,6000,1506,1246
0,3,1000,6050,1596,1320
0,3,1000,6100,1779,1336
0,3,1000,6150,1857,1449
0,3,1000,6200,1909,1663
0,3,1000,6250,1978,1669
0,3,1000,6300,1925,1896
0,3,1000,6350,1828,1665
0,3,1000,6400,1256,1098
0,3,1000,6450,916,858
0,3,1000,6500,703,682
0,3,1000,6550,543,517
0,3,1000,6600,418,386
0,3,1000,6650,453,405
0,3,1000,6700,425,364
0,3,1000,6750,334,247
0,3,1000,6800,433,357
0,3,1000,6850,395,326
0,3,1000,6900,445,376
0,3,1000,6950,420,388
0,3,1000,7000,217,194
0,3,1000,7050,196,183
0,3,1000,7100,307,259
0,3,1000,7150,405,378
0,3,1000,7200,359,314
0,3,1000,7250,309,274
0,3,1000,7300,309,273
0,3,1000,7350,278,221
0,3,1000,7400,291,262
0,3,1000,7450,210,172
0,3,1000,7500,234,186
0,3,1000,7550,281,255
0,3,1000,7600,205,182
0,3,1000,7650,202,160
0,3,1000,7700,107,52
0,3,1000,7750,92,37
0,3,1000,7800,219,53
0,3,1000,7850,198,39
0,3,1000,7900,198,54
0,3,1000,7950,195,38
0,3,1050,6000,1491,1064
0,3,1050,6050,1618,1302
0,3,1050,6100,1714,1382
0,3,1050,6150,1797,1474
0,3,1050,6200,1936,1555
0,3,1050,6250,1943,1722
0,3,1050,6300,1975,1663
0,3,1050,6350,1995,1877
0,3,1050,6400,1762,1463
0,3,1050,6450,1163,1071
0,3,1050,6500,823,702
0,3,1050,6550,614,579
0,3,1050,6600,435,366
0,3,1050,6650,485,381
0,3,1050,6700,447,351
0,3,1050,6750,349,296
0,3,1050,6800,399,299
0,3,1050,6850,388,331
0,3,1050,6900,421,373
0,3,1050,6950,371,282
0,3,1050,7000,193,163
0,3,1050,7050,185,170
0,3,1050,7100,267,236
0,3,1050,7150,386,348
0,3,1050,7200,369,336
0,3,1050,7250,339,296
0,3,1050,7300,354,315
0,3,1050,7350,292,249
0,3,1050,7400,355,332
0,3,1050,7450,222,186
0,3,1050,7500,260,228
0,3,1050,7550,324,303
0,3,1050,7600,199,172
0,3,1050,7650,134,115
0,3,1050,7700,48,31
0,3,1050,7750,127,51
0,3,1050,7800,202,53
0,3,1050,7850,143,40
0,3,1050,7900,174,37
0,3,1050,7950,128,28
0,3,1100,6000,1371,1076
0,3,1100,6050,1486,1181
0,3,1100,6100,1614,1292
0,3,1100,6150,1701,1177
0,3,1100,6200,1812,1330
0,3,1100,6250,1893,1606
0,3,1100,6300,1910,1543
0,3,1100,6350,1934,1789
0,3,1100,6400,1958,1848
0,3,1100,6450,1760,1512
0,3,1100,6500,1082,962
0,3,1100,6550,774,742
0,3,1100,6600,527,510
0,3,1100,6650,518,413
0,3,1100,6700,481,438
0,3,1100,6750,370,289
0,3,1100,6800,424,383
0,3,1100,6850,381,319
0,3,1100,6900,455,398
0,3,1100,6950,426,349
0,3,1100,7000,239,220
0,3,1100,7050,236,220
0,3,1100,7100,341,273
0,3,1100,7150,432,353
0,3,1100,7200,378,314
0,3,1100,7250,362,305
0,3,1100,7300,335,308
0,3,1100,7350,301,253
0,3,1100,7400,291,220
0,3,1100,7450,217,194
0,3,1100,7500,240,187
0,3,1100,7550,325,298
0,3,1100,7600,237,219
0,3,1100,7650,177,151
0,3,1100,7700,111,92
0,3,1100,7750,60,22
0,3,1100,7800,117,39
0,3,1100,7850,144,39
0,3,1100,7900,131,38
0,3,1100,7950,102,23
0,3,1150,6000,1293,940
0,3,1150,6050,1335,1033
0,3,1150,6100,1483,1137
0,3,1150,6150,1498,1063
0,3,1150,6200,1695,1170
0,3,1150,6250,1805,1405
0,3,1150,6300,1846,1466
0,3,1150,6350,1914,1492
0,3,1150,6400,1926,1568
0,3,1150,6450,1917,1698
0,3,1150,6500,1403,1215
0,3,1150,6550,1051,1011
0,3,1150,6600,692,653
0,3,1150,6650,604,581
0,3,1150,6700,514,438
0,3,1150,6750,392,307
0,3,1150,6800,425,380
0,3,1150,6850,419,352
0,3,1150,6900,449,365
0,3,1150,6950,444,365
0,3,1150,7000,240,210
0,3,1150,7050,259,219
0,3,1150,7100,353,316
0,3,1150,7150,433,395
0,3,1150,7200,403,332
0,3,1150,7250,377,339
0,3,1150,7300,334,272
0,3,1150,7350,309,280
0,3,1150,7400,324,247
0,3,1150,7450,223,205
0,3,1150,7500,268,245
0,3,1150,7550,315,274
0,3,1150,7600,240,210
0,3,1150,7650,174,134
0,3,1150,7700,109,76
0,3,1150,7750,89,32
0,3,1150,7800,102,26
0,3,1150,7850,188,35
0,3,1150,7900,173,54
0,3,1150,7950,128,31
0,3,1200,6000,1413,1029
0,3,1200,6050,1305,973
0,3,1200,6100,1532,1078
0,3,1200,6150,1575,1305
0,3,1200,6200,1599,1202
0,3,1200,6250,1695,1383
0,3,1200,6300,1698,1469
0,3,1200,6350,1796,1566
0,3,1200,6400,1835,1453
0,3,1200,6450,1763,1572
0,3,1200,6500,1557,1269
0,3,1200,6550,1340,1195
0,3,1200,6600,919,780
0,3,1200,6650,821,741
0,3,1200,6700,685,539
0,3,1200,6750,518,499
0,3,1200,6800,515,426
0,3,1200,6850,486,389
0,3,1200,6900,532,423
0,3,1200,6950,587,473
0,3,1200,7000,353,314
0,3,1200,7050,362,317
0,3,1200,7100,452,399
0,3,1200,7150,478,411
0,3,1200,7200,429,361
0,3,1200,7250,378,346
0,3,1200,7300,347,275
0,3,1200,7350,284,239
0,3,1200,7400,309,266
0,3,1200,7450,199,182
0,3,1200,7500,260,240
0,3,1200,7550,351,302
0,3,1200,7600,256,225
0,3,1200,7650,279,234
0,3,1200,7700,171,129
0,3,1200,7750,99,37
0,3,1200,7800,146,27
0,3,1200,7850,116,32
0,3,1200,7900,287,80
0,3,1200,7950,169,40
0,3,1250,6000,1368,1089
0,3,1250,6050,1364,956
0,3,1250,6100,1525,1229
0,3,1250,6150,1589,1302
0,3,1250,6200,1578,1184
0,3,1250,6250,1674,1312
0,3,1250,6300,1654,1377
0,3,1250,6350,1744,1489
0,3,1250,6400,1802,1498
0,3,1250,6450,1803,1577
0,3,1250,6500,1696,1464
0,3,1250,6550,1533,1275
0,3,1250,6600,1259,1166
0,3,1250,6650,1066,1026
0,3,1250,6700,840,766
0,3,1250,6750,581,552
0,3,1250,6800,595,531
0,3,1250,6850,581,481
0,3,1250,6900,569,499
0,3,1250,6950,591,489
0,3,1250,7000,322,282
0,3,1250,7050,331,286
0,3,1250,7100,446,399
0,3,1250,7150,466,404
0,3,1250,7200,435,356
0,3,1250,7250,404,370
0,3,1250,7300,371,338
0,3,1250,7350,305,273
0,3,1250,7400,328,296
0,3,1250,7450,214,186
0,3,1250,7500,285,232
0,3,1250,7550,353,304
0,3,1250,7600,278,229
0,3,1250,7650,221,146
